player_id;list_tournaments
P-72006;1999
P-99286;1995
P-20762;2006
P-22778;2018
P-31762;1986
P-27402;2010
P-57631;2002
P-88506;1990
P-72039;2010
P-95376;1970
P-46352;1978
P-53378;2006
P-31825;1990
P-32575;2018
P-14496;1990
P-74225;1950
P-48216;1930
P-21324;1958
P-19953;1974
P-84531;1954
P-28455;2002
P-78594;2010
P-70671;2018
P-10231;2022
P-16382;1990
P-55170;2002
P-23308;2003
P-54801;2019
P-53694;2018
P-24202;1938
P-41691;1962
P-93839;1998
P-66906;2014
P-93859;1966
P-29687;1930
P-85569;1930
P-92592;2003
P-84475;1934
P-20244;2014
P-17625;1962
P-01116;1950
P-21702;2014
P-61383;1950
P-64697;1930
P-95498;1958
P-72837;1962
P-24548;2007
P-04808;2014
P-37056;1962
P-46031;2010
P-75261;1962
P-38889;1970
P-11306;1982
P-51887;1982
P-13602;1966
P-85328;1950
P-11130;2002
P-12856;2006
P-48161;2006
P-01092;2015
P-32102;1974
P-35574;2010
P-54509;1950
P-01717;1999
P-32760;1970
P-04458;1974
P-92902;1962
P-74237;1990
P-48908;1950
P-69140;1950
P-51917;1998
P-01212;2010
P-82010;2022
P-34376;2002
P-83595;1998
P-99122;1938
P-57157;2018
P-51002;1986
P-74765;1974
P-56321;2011
P-19020;1982
P-79409;2018
P-76810;1986
P-95634;1974
P-86117;1970
P-06372;1990
P-73129;1970
P-78670;1962
P-54892;1934
P-44786;1978
P-82189;1990
P-81599;2015
P-32755;1986
P-50281;2010
P-57315;1966
P-47441;1991
P-06382;2003
P-63673;2014
P-63923;2022
P-05434;1986
P-01355;1998
P-34640;2003
P-72795;2010
P-40701;1998
P-31668;2006
P-34056;1990
P-84160;1970
P-69466;1934
P-90913;2022
P-48733;1966
P-44642;1966
P-12970;1962
P-10731;2014
P-82456;2010
P-87420;1958
P-84346;1938
P-37575;1970
P-27139;1934
P-92744;2015
P-72076;2015
P-85499;2014
P-11462;2014
P-92190;1934
P-34998;2018
P-36789;2003
P-43247;1994
P-05303;1938
P-07167;1954
P-22569;2007
P-24031;2002
P-40120;2006
P-19146;1982
P-61972;1986
P-16875;1978
P-78266;1999
P-32870;2022
P-21153;2022
P-75574;1962
P-97528;1950
P-54971;2011
P-91438;2014
P-03147;1954
P-84201;2010
P-38788;2015
P-82415;1958
P-24335;2011
P-63129;2006
P-69813;1958
P-53787;1999
P-27804;1990
P-76650;2019
P-83621;2019
P-49127;2006
P-90908;2014
P-71732;1990
P-62577;1999
P-99127;1970
P-28338;1934
P-06319;1954
P-27479;1999
P-82719;1970
P-33940;1934
P-55057;1962
P-14379;1994
P-96101;2019
P-63778;2002
P-64261;2018
P-81262;1954
P-97775;2014
P-99473;2006
P-15733;2019
P-13321;2014
P-89573;2018
P-99499;1986
P-86056;2006
P-90303;1990
P-12565;2015
P-31008;2019
P-72804;2006
P-03545;1934
P-50449;2015
P-40312;2006
P-78385;1994
P-66638;2014
P-50912;1991
P-16965;1934
P-18770;1966
P-37560;1986
P-96969;1982
P-24610;2022
P-69192;2018
P-03161;2018
P-87169;2022
P-65199;2018
P-51290;2011
P-37702;2010
P-97884;2015
P-33293;2006
P-88535;1982
P-32431;2022
P-69661;1950
P-67578;2018
P-18316;2019
P-60964;1994
P-43732;1990
P-29117;2018
P-32567;2002
P-04726;2010
P-25299;1950
P-45636;1982
P-40621;2018
P-45280;2022
P-89934;2018
P-45056;2002
P-16202;2019
P-87958;2022
P-87484;2015
P-65887;1978
P-35501;1990
P-74688;2022
P-49691;1934
P-26353;1982
P-26820;1998
P-64266;1978
P-74483;1999
P-70069;1999
P-32830;1990
P-32482;1954
P-42168;2022
P-70566;1954
P-08896;2018
P-18873;1990
P-58772;2018
P-22200;1995
P-92343;2022
P-63385;2022
P-87288;1958
P-36318;1999
P-43410;2014
P-65514;1958
P-66504;1934
P-17846;1974
P-25954;1950
P-53579;1958
P-71481;1950
P-62087;1982
P-64299;2018
P-92626;2014
P-56859;2010
P-71751;2018
P-78559;1950
P-01211;1958
P-64384;1982
P-86817;1986
P-74788;1994
P-77705;2014
P-58476;2010
P-12922;1978
P-33347;2018
P-38555;1970
P-18444;2018
P-58420;2022
P-91637;2019
P-84404;1999
P-38556;2006
P-35674;2006
P-01892;1950
P-03869;2014
P-06724;1966
P-55350;1994
P-01582;1974
P-18666;1999
P-29966;1998
P-48031;2011
P-48036;1994
P-27647;1986
P-56303;1938
P-70689;1934
P-14349;1998
P-88818;2018
P-70046;2014
P-89367;1958
P-45896;1994
P-00262;1974
P-85893;1990
P-15457;2014
P-22118;1970
P-16755;1974
P-72448;2006
P-13053;2014
P-05990;2014
P-30739;1990
P-96142;1982
P-92673;2006
P-53466;1938
P-69358;2015
P-03146;2014
P-75785;2014
P-81476;1986
P-53829;2002
P-21974;1958
P-45288;2018
P-93679;1994
P-88526;1978
P-40780;1982
P-44834;1934
P-15931;1998
P-11040;1954
P-37032;2018
P-83152;1994
P-08052;1934
P-12272;1962
P-07013;2018
P-19453;2010
P-65381;2014
P-19652;1954
P-35902;1998
P-73193;1974
P-90423;2022
P-41789;2018
P-77754;2018
P-90057;1998
P-88871;1986
P-18748;1970
P-81537;1958
P-44262;2010
P-18819;1934
P-87803;1958
P-76882;1982
P-28715;1954
P-10856;1991
P-28901;1991
P-51033;2007
P-16359;2011
P-20424;1986
P-08612;2015
P-20173;1958
P-73975;2010
P-50323;1966
P-10562;1954
P-73561;2003
P-82107;2003
P-29447;2014
P-20162;2015
P-63535;1999
P-98569;1954
P-57072;1991
P-15218;2010
P-80179;2010
P-81958;2007
P-58567;1995
P-27261;2006
P-36307;1982
P-26969;1986
P-72942;1982
P-22811;2019
P-89851;1995
P-37679;1991
P-89817;2015
P-01721;1991
P-56909;1995
P-02005;1999
P-36967;1938
P-96118;1991
P-69313;1938
P-20273;2006
P-38731;1994
P-27445;2002
P-34192;1954
P-73149;1978
P-74200;1999
P-54138;2018
P-37296;1958
P-64841;1974
P-61216;2002
P-69645;1934
P-87199;2018
P-51225;1934
P-14008;1990
P-85018;1986
P-57585;1978
P-32811;2015
P-37173;2022
P-33399;2019
P-64443;2010
P-59412;2002
P-57616;1978
P-72195;1938
P-98826;2010
P-30434;1974
P-97696;1999
P-65159;1991
P-91793;2010
P-12315;2019
P-73737;1990
P-47539;2006
P-72587;1986
P-78107;1978
P-01258;2022
P-42685;1990
P-89810;1990
P-41175;1990
P-66692;1934
P-75618;2022
P-30015;1998
P-57303;2018
P-83018;2011
P-77552;1990
P-32150;1934
P-65174;1986
P-97800;2022
P-31109;1978
P-64961;1998
P-24254;1991
P-38037;1954
P-05248;1966
P-77743;2022
P-16859;2002
P-30394;2018
P-31004;2018
P-95345;2018
P-71792;1995
P-47050;1974
P-03578;1954
P-86965;1999
P-72011;2014
P-74337;2018
P-38795;1970
P-59982;1982
P-57283;2011
P-35525;2011
P-77118;2018
P-24936;1991
P-07902;1994
P-81689;2018
P-20831;2015
P-58658;2019
P-86211;1998
P-35393;1991
P-99592;1934
P-78998;1998
P-90564;1991
P-79273;1998
P-21701;2006
P-64352;2006
P-78235;1938
P-28832;2006
P-47243;1978
P-34695;1998
P-42015;2018
P-86276;1966
P-20643;2002
P-76622;1995
P-61253;1930
P-89067;2019
P-43209;1970
P-87830;1994
P-72404;1998
P-95256;1954
P-05791;1990
P-83598;1954
P-08169;2014
P-16994;1991
P-88232;2019
P-68779;1998
P-08619;1991
P-46457;2022
P-23193;2015
P-60666;1938
P-86345;1998
P-68649;2014
P-86293;1966
P-64050;2015
P-29594;1991
P-44854;1938
P-51395;1998
P-20773;1999
P-20570;1999
P-62915;1998
P-35886;1982
P-59228;1966
P-77479;1966
P-77661;1938
P-83083;1986
P-82218;1974
P-97896;1934
P-66165;1986
P-66256;1958
P-09212;2007
P-46363;1990
P-29865;1930
P-22941;1986
P-90837;2015
P-00020;2003
P-84424;2018
P-09867;2022
P-94155;2014
P-82053;1958
P-14872;2022
P-13659;2006
P-04162;1982
P-84407;1982
P-10564;1950
P-69898;1966
P-61576;1962
P-93110;1986
P-36515;2010
P-45941;1998
P-79724;1982
P-72035;1950
P-07687;1990
P-02974;2014
P-44716;2002
P-94830;1994
P-42911;2014
P-47836;2014
P-53299;1990
P-43980;1990
P-83648;2015
P-19353;1962
P-58241;1954
P-85922;1954
P-46897;1990
P-89218;1974
P-08307;2002
P-55197;1998
P-79871;1958
P-08340;1958
P-82213;2014
P-23037;1970
P-83314;2015
P-79006;1974
P-68078;1978
P-74570;1986
P-01173;1954
P-61823;1998
P-53103;1990
P-25464;1982
P-35246;1990
P-11411;2018
P-48379;1991
P-33331;1995
P-29398;2010
P-31928;1990
P-89086;1934
P-39642;1966
P-30693;2006
P-15887;2018
P-98571;1982
P-47827;2011
P-44473;1999
P-29713;2022
P-78246;1999
P-43037;1982
P-24893;2006
P-99803;1998
P-74836;2019
P-09117;2006
P-98541;1962
P-73973;2006
P-58533;2011
P-03180;2015
P-64948;1934
P-16096;1954
P-34931;1954
P-37638;1986
P-81510;1958
P-65322;2003
P-96153;2007
P-41260;1934
P-68542;1982
P-52787;1966
P-78807;1986
P-79975;1958
P-27194;1986
P-92173;1974
P-57624;1974
P-61679;1995
P-30065;1958
P-93712;1934
P-18188;2022
P-94617;1934
P-25187;1998
P-21727;1938
P-36297;2015
P-11000;1998
P-83507;1986
P-10601;1954
P-56231;1934
P-35706;2022
P-98199;2022
P-88370;2010
P-59823;2014
P-81449;2011
P-95839;2007
P-77996;2014
P-00105;2002
P-74955;1991
P-96211;2010
P-22732;1934
P-07358;1938
P-64492;1938
P-18604;2010
P-54146;2011
P-87058;1974
P-51920;2019
P-35602;1974
P-33175;2010
P-87015;1991
P-91889;2018
P-06529;1954
P-55453;2014
P-98861;2003
P-04945;1991
P-33928;2007
P-97038;2011
P-55097;1990
P-57041;2010
P-34633;2022
P-52192;2015
P-26057;1995
P-66723;1954
P-78856;1958
P-55839;1958
P-57255;1958
P-41835;1938
P-46428;2019
P-05324;1966
P-40564;1982
P-05304;2022
P-06378;1990
P-78579;1950
P-01792;2022
P-51711;1934
P-88857;1970
P-20997;1966
P-28492;2022
P-19512;2014
P-15905;2018
P-28162;1966
P-06183;1994
P-29761;2015
P-90085;1954
P-95491;1990
P-30706;2011
P-04739;1974
P-23888;1978
P-13514;1982
P-57821;2019
P-28805;1958
P-40496;2007
P-35487;2019
P-50522;2006
P-58940;1958
P-54036;2014
P-44475;1930
P-41062;1990
P-48978;1970
P-28549;1998
P-04640;1970
P-15059;1930
P-00707;1982
P-89949;1982
P-41194;1982
P-82945;2022
P-15723;1991
P-56198;1938
P-78731;1991
P-07517;1994
P-71461;2003
P-49305;1934
P-01853;2003
P-18051;2019
P-27240;2019
P-12423;1982
P-97291;1934
P-13066;1950
P-24458;2010
P-63494;1970
P-07563;1950
P-92698;1986
P-11465;1995
P-66543;1990
P-14406;1954
P-64475;1986
P-54415;2019
P-86524;2014
P-90839;1934
P-04721;1954
P-03648;1991
P-28291;2015
P-81447;2014
P-80600;2007
P-33839;1962
P-64344;2010
P-70457;1966
P-34802;1966
P-98031;2002
P-88592;2018
P-48545;2019
P-26200;2002
P-38523;2007
P-47335;2006
P-50458;1990
P-10707;1986
P-82307;2006
P-03472;2022
P-27901;1974
P-27557;2006
P-25113;2019
P-93298;1954
P-73479;2015
P-58692;2018
P-94525;2003
P-09632;2014
P-15222;1990
P-76411;1990
P-58445;1990
P-31156;1990
P-26659;2002
P-17824;1934
P-43516;2015
P-72800;1995
P-38599;2006
P-12771;1950
P-73344;2006
P-99957;2014
P-57894;2015
P-33442;2015
P-47469;2002
P-73520;2014
P-34543;2022
P-43723;2014
P-96825;2003
P-20549;1986
P-80105;2002
P-64096;2014
P-48525;2002
P-50809;2019
P-39485;2010
P-01347;2018
P-60814;1994
P-53593;2010
P-22128;2022
P-29682;2007
P-14651;2018
P-84789;1991
P-79763;2014
P-24336;1950
P-82012;1990
P-29629;1998
P-52027;1962
P-08253;2018
P-25251;2019
P-31788;2019
P-27347;2002
P-25715;1994
P-32828;1938
P-02921;2015
P-68982;2010
P-67641;2022
P-05783;2006
P-70680;1998
P-52425;1962
P-57696;1998
P-40749;1994
P-01406;1958
P-59164;1990
P-99200;1974
P-80609;1958
P-00480;1966
P-27462;1958
P-84364;1982
P-01078;2014
P-93238;2019
P-78983;2011
P-67516;2022
P-07955;1986
P-46807;2002
P-34430;2006
P-15550;1998
P-38339;1954
P-45101;1950
P-58138;1958
P-82839;2018
P-21234;1990
P-56330;2006
P-43176;2010
P-09596;2010
P-81377;2014
P-32612;1958
P-33966;1958
P-25985;2014
P-89984;2018
P-29172;1998
P-08567;1986
P-73380;2014
P-40727;1991
P-45873;1998
P-75102;2019
P-82803;1934
P-64059;1934
P-07466;1999
P-31959;1930
P-61200;1966
P-46189;1974
P-72134;1994
P-71274;2011
P-10089;1958
P-62756;1966
P-34822;2018
P-25274;1994
P-38928;2010
P-04884;1999
P-67226;1938
P-47401;2002
P-55219;1986
P-36095;1991
P-52418;2018
P-03499;1938
P-06098;1982
P-52419;1978
P-99064;1986
P-16376;2010
P-24755;1986
P-90097;1990
P-38433;2015
P-51492;1999
P-74745;1974
P-65806;1998
P-62854;2022
P-35225;2022
P-92427;1930
P-28726;2014
P-41902;2022
P-86909;2022
P-23890;1998
P-84093;2002
P-00266;1994
P-52148;1970
P-92440;1958
P-67598;1998
P-90267;1962
P-47670;1994
P-11702;1958
P-95482;2010
P-96963;1974
P-44887;1930
P-94391;1990
P-33786;1962
P-94815;2022
P-26643;2011
P-28659;2010
P-18317;1978
P-55574;2007
P-75280;1999
P-40578;2018
P-57482;2010
P-03553;2015
P-14715;2002
P-75090;2018
P-59617;2002
P-02358;1934
P-16851;1998
P-86644;2022
P-87405;1934
P-74150;2006
P-31231;1934
P-32154;2007
P-56227;1998
P-14897;1995
P-86937;2022
P-94478;1998
P-13831;2010
P-37507;1991
P-90805;1938
P-82637;2015
P-58205;1934
P-20585;2014
P-98775;2014
P-60654;1978
P-76769;2002
P-73174;1990
P-70181;2019
P-44754;1950
P-77430;1966
P-86466;2022
P-90001;1934
P-45208;1974
P-91180;1986
P-54506;2022
P-31031;1994
P-68329;2002
P-11793;1995
P-27729;2011
P-24808;1930
P-58761;1982
P-82522;2010
P-62858;2022
P-81414;2006
P-46254;1982
P-61845;2006
P-74707;2022
P-59324;2002
P-73226;1986
P-50213;1982
P-66224;2019
P-51472;1994
P-43189;1982
P-45490;2002
P-92579;1934
P-28995;2019
P-69858;1982
P-24404;1934
P-75418;1998
P-37612;2018
P-64908;1998
P-23894;1999
P-53137;2019
P-00476;2007
P-89616;1962
P-35103;2006
P-21790;2014
P-93553;2019
P-04880;2019
P-50326;2006
P-83256;2019
P-89311;1974
P-56286;1995
P-57087;2022
P-77729;1970
P-96043;1934
P-46506;2018
P-75272;1990
P-15896;2014
P-34605;1978
P-01259;1990
P-37767;1966
P-73643;1990
P-21890;2010
P-90221;1978
P-40379;1950
P-88006;1974
P-69368;1970
P-26414;1990
P-04349;2006
P-17496;2022
P-38344;1938
P-34985;1986
P-47450;1962
P-92554;1938
P-50198;1974
P-48537;1962
P-82056;2022
P-00640;2002
P-13619;1974
P-16979;1978
P-11346;2022
P-75079;1994
P-77985;1970
P-37275;2010
P-61813;2018
P-65146;2018
P-41422;2014
P-89922;1998
P-65367;2014
P-13524;2006
P-26685;1962
P-69430;2006
P-17428;2006
P-63023;2010
P-55794;1982
P-99328;1991
P-54677;1999
P-26759;2002
P-18657;2010
P-42117;1991
P-60476;1999
P-43393;1991
P-26593;2022
P-34389;2002
P-83266;2015
P-93046;1990
P-12406;2019
P-03089;1950
P-65108;1998
P-55024;1958
P-27514;1974
P-75249;1982
P-69273;2007
P-92004;2018
P-34336;2006
P-45485;1954
P-03922;2014
P-08264;2015
P-01454;2010
P-02177;2002
P-29930;1986
P-70737;2015
P-85474;1974
P-14310;1982
P-80363;1990
P-57865;2014
P-46500;1999
P-76130;2003
P-09811;1999
P-82889;2022
P-97314;1954
P-46512;2006
P-04157;2018
P-16650;1999
P-55311;1998
P-07307;1999
P-13512;2011
P-37372;2014
P-00356;1934
P-89298;1982
P-70144;2002
P-14458;1998
P-75460;2007
P-16656;1930
P-34222;1970
P-49113;1999
P-49779;1938
P-01169;2014
P-58449;2007
P-79093;1938
P-34416;1999
P-80056;1958
P-87826;1950
P-57215;1991
P-02652;1991
P-91907;2003
P-17354;1995
P-86728;2006
P-88830;2006
P-02163;1994
P-65348;1998
P-57098;2022
P-80859;2006
P-10691;2019
P-71933;2014
P-43764;2010
P-79856;2007
P-38940;2022
P-01918;1934
P-46890;2018
P-12635;2022
P-17223;1990
P-73968;1978
P-04087;1954
P-48230;1978
P-93687;1974
P-27338;1998
P-65942;2010
P-31552;1970
P-73728;1999
P-28988;2011
P-49268;2003
P-67990;2007
P-43034;2011
P-79374;1934
P-53773;2011
P-84536;2018
P-29764;1958
P-49258;1994
P-10072;2014
P-10948;1958
P-33665;2006
P-06851;2014
P-70251;1999
P-79551;2010
P-92164;2007
P-04397;2010
P-88529;2022
P-12372;1974
P-27957;1994
P-37808;1954
P-20557;2002
P-82146;2003
P-84831;1950
P-63796;2006
P-26887;1938
P-22480;1974
P-61068;2002
P-68055;1998
P-61976;2018
P-67216;2018
P-31385;1999
P-26340;1990
P-42054;1974
P-73468;2010
P-79755;1986
P-74066;2010
P-56515;2010
P-54840;1950
P-36045;1982
P-58500;1982
P-62033;2018
P-01298;1990
P-09338;2018
P-98607;2006
P-18572;1994
P-29082;2002
P-35157;2014
P-03571;1978
P-51440;2006
P-85916;2010
P-69912;1998
P-49480;1934
P-11872;1999
P-68792;1966
P-96459;2011
P-08966;1954
P-75182;1982
P-56780;1990
P-24534;2011
P-64083;2015
P-61172;2022
P-69102;2019
P-28347;1950
P-19582;1934
P-41156;2019
P-60130;2003
P-49393;2015
P-51199;2018
P-88939;2010
P-64292;2018
P-70038;1982
P-83096;1982
P-29601;2002
P-66308;2002
P-92812;2022
P-76352;1962
P-16484;2022
P-76217;1998
P-61256;2018
P-44332;1998
P-94047;1970
P-28511;1982
P-58540;2018
P-64028;1982
P-34271;1958
P-99151;1978
P-32623;1962
P-06148;1938
P-06730;1950
P-10069;1978
P-79057;2019
P-48419;1934
P-59066;1954
P-85465;2010
P-96488;1994
P-58877;1986
P-85546;2015
P-04210;2006
P-98071;2006
P-46257;2010
P-40265;1990
P-70955;1995
P-90033;1962
P-55405;2006
P-76532;1954
P-36964;2014
P-73034;1982
P-47232;2010
P-33751;1994
P-24653;2018
P-98680;2002
P-49030;2007
P-84176;2011
P-34118;2010
P-87604;2006
P-64525;1991
P-58388;2002
P-75667;2014
P-36715;1999
P-55125;2006
P-44205;2006
P-89113;2018
P-12763;2018
P-62487;1974
P-59135;1994
P-07520;1994
P-81023;1958
P-92191;1938
P-73608;2006
P-88929;1934
P-67250;2006
P-31976;2010
P-87263;1995
P-68969;1978
P-87413;2011
P-29986;2002
P-98387;2006
P-62952;2022
P-72332;1994
P-20299;1982
P-59683;2002
P-92968;1970
P-33634;1982
P-83610;2022
P-66855;2011
P-84420;1990
P-74612;2022
P-08624;2003
P-58924;2018
P-63122;1962
P-06709;1966
P-84114;2019
P-22072;1954
P-18924;1986
P-34923;2019
P-15739;2010
P-11641;1966
P-46735;2015
P-87514;2022
P-88523;2015
P-46356;2019
P-91268;2018
P-98287;2018
P-91516;1998
P-64606;2019
P-12197;2014
P-25938;1974
P-59270;2010
P-83726;2014
P-51247;1999
P-28931;1974
P-17002;1970
P-34606;1966
P-24134;2022
P-35810;1994
P-17698;2010
P-39275;1970
P-76079;1982
P-39326;1986
P-80725;1974
P-31383;1999
P-20242;1999
P-68585;1994
P-22001;2019
P-04063;1986
P-28482;1998
P-39513;1978
P-31903;2002
P-16416;2006
P-68842;2022
P-50973;2006
P-70338;1994
P-37942;1974
P-03801;1991
P-91428;1999
P-01064;2014
P-50864;1978
P-66483;2003
P-48019;1954
P-48249;1994
P-17383;1990
P-97548;1974
P-79202;2006
P-55444;1934
P-20553;1974
P-54317;1990
P-78371;2019
P-90420;1995
P-63357;1950
P-52378;2010
P-86176;1982
P-97621;2007
P-79597;1966
P-03128;2002
P-54298;1998
P-05860;2003
P-58036;2015
P-53272;2010
P-79593;2011
P-72399;2022
P-65689;2003
P-60564;2006
P-25070;1978
P-71920;1982
P-70204;1966
P-84878;2002
P-91106;1994
P-27079;2022
P-50128;1982
P-68014;1990
P-36812;1962
P-51287;2002
P-11933;2022
P-56108;1958
P-84295;1974
P-11664;1958
P-77947;2003
P-78370;1995
P-26041;1934
P-07553;1990
P-94204;1934
P-81723;2011
P-33377;1994
P-57996;1995
P-98535;1990
P-07683;1994
P-78447;2003
P-51617;1958
P-87506;1974
P-81445;1934
P-35449;2015
P-35082;1974
P-27559;2015
P-06754;2006
P-53235;1978
P-71673;1950
P-90384;1998
P-53311;1982
P-36123;1978
P-63089;2002
P-77151;2019
P-20706;1994
P-97894;1950
P-76435;2011
P-89971;2002
P-48811;1958
P-46986;1994
P-15472;1954
P-41881;2011
P-60811;1958
P-14290;2006
P-37893;2006
P-46109;2019
P-21024;1986
P-52257;1998
P-92676;1986
P-02778;2018
P-12859;2018
P-97838;2022
P-27017;1990
P-77154;1990
P-36992;2011
P-48556;1970
P-26022;2018
P-14196;2018
P-54805;1994
P-56998;2006
P-42223;2018
P-32949;2022
P-13029;2010
P-21865;2022
P-56334;1982
P-69635;1994
P-98262;1970
P-28437;2002
P-95677;2006
P-12810;2022
P-39008;2010
P-61943;2010
P-47572;1998
P-38574;2010
P-90524;1966
P-57969;1962
P-65800;2015
P-48433;2010
P-11241;1990
P-88416;1934
P-79072;2002
P-08312;2018
P-88148;2010
P-51305;1938
P-22071;2002
P-64962;1998
P-96884;2007
P-32499;2002
P-90951;2010
P-30336;1978
P-16139;2010
P-52780;1966
P-84722;1998
P-19142;2014
P-89048;2011
P-57216;2011
P-65040;2006
P-02853;1998
P-54653;1998
P-11539;2015
P-61550;2006
P-97743;2003
P-31902;1999
P-58271;2015
P-43720;2015
P-96457;2010
P-30708;2010
P-15820;1954
P-32577;2003
P-29757;2018
P-76780;2006
P-19309;1986
P-95664;1986
P-86212;2003
P-16593;2003
P-47942;2010
P-08049;2010
P-16569;1999
P-93587;2007
P-49251;2010
P-25247;2003
P-70854;2019
P-02609;2018
P-42392;2010
P-19575;2011
P-80634;2010
P-51785;2002
P-83860;2007
P-53258;1994
P-95438;1990
P-70602;1986
P-99042;1986
P-56299;2006
P-42523;2014
P-40283;1966
P-15736;2014
P-44185;1999
P-78430;2015
P-88077;2011
P-16179;1999
P-07247;1999
P-96267;1998
P-01735;2011
P-38181;1999
P-83515;2007
P-50318;2006
P-02525;2010
P-53955;1986
P-07222;2003
P-94594;2006
P-07259;2014
P-08539;2006
P-23583;2003
P-76840;2003
P-88081;1966
P-30316;2018
P-17174;2018
P-73517;1970
P-53409;2022
P-16073;2010
P-42839;1991
P-49475;2007
P-81778;2006
P-28182;1990
P-34285;2002
P-07338;2006
P-91514;1991
P-67142;1986
P-61922;2015
P-26718;1998
P-91038;2010
P-09705;1994
P-48990;1994
P-12102;1974
P-79846;1970
P-14982;1998
P-55970;1982
P-85437;2003
P-53791;1982
P-38281;2015
P-70336;1999
P-20700;1962
P-21402;1938
P-86179;2015
P-44780;2022
P-42018;2014
P-25541;1998
P-14988;2010
P-42078;2022
P-38099;2006
P-60731;2003
P-79283;2002
P-44327;1974
P-84207;1995
P-99719;1990
P-77815;1934
P-74823;2015
P-07544;1962
P-91373;1990
P-33698;1954
P-77685;1994
P-99558;2002
P-27787;2002
P-89863;2022
P-59191;1998
P-26520;1974
P-85891;2019
P-68074;1998
P-04672;2002
P-65434;1990
P-09856;2018
P-78069;1999
P-37513;1999
P-01678;1994
P-08692;2011
P-08869;2007
P-42222;2007
P-08129;1991
P-39863;1994
P-64624;1998
P-84768;2019
P-69292;1999
P-06076;2022
P-04241;1934
P-57995;1990
P-99164;1978
P-07028;1954
P-48431;1990
P-72919;1990
P-87563;1994
P-10661;1998
P-83968;1990
P-51214;1954
P-38800;2022
P-53740;1938
P-02366;1998
P-37294;2014
P-67113;2014
P-33059;2010
P-96934;2014
P-08319;1991
P-35917;1974
P-84561;1986
P-89534;1962
P-15241;1970
P-86801;1994
P-81477;2006
P-32967;1954
P-66263;1954
P-92987;2022
P-71664;2003
P-24836;1938
P-75452;2010
P-46091;2006
P-37971;1999
P-63644;2014
P-18536;2002
P-43392;1998
P-71979;1986
P-95269;2014
P-86920;2022
P-94596;2018
P-62318;1978
P-91614;2014
P-14175;2006
P-64184;2006
P-77484;2010
P-85670;2022
P-79610;2007
P-70414;2014
P-85824;2010
P-11877;1978
P-91339;1990
P-41753;1934
P-80487;1990
P-47440;2014
P-17037;1994
P-35705;2022
P-08372;2019
P-94605;1954
P-64425;1934
P-45405;1990
P-40368;2010
P-25927;1938
P-45865;1934
P-10030;1938
P-29913;1978
P-17662;2010
P-94559;2002
P-88486;1994
P-26700;1954
P-57242;1954
P-99442;1966
P-50012;2006
P-62981;1962
P-91114;2014
P-41843;1962
P-20189;1954
P-24493;2006
P-23633;1994
P-08726;1986
P-53978;1934
P-80738;2018
P-76463;1962
P-80720;1962
P-19443;1978
P-78478;1958
P-01235;1966
P-36734;1934
P-56493;1962
P-80902;2006
P-69107;1962
P-21849;1982
P-47321;2018
P-73319;2002
P-78484;2022
P-97960;1982
P-55140;2018
P-84378;2002
P-61666;2002
P-23972;2006
P-33080;1998
P-48430;2006
P-66765;1962
P-55242;1962
P-07670;2014
P-28478;1954
P-97362;1986
P-53278;1978
P-70294;1930
P-70432;1934
P-70372;2002
P-36564;1938
P-23468;2018
P-42059;1991
P-40071;1982
P-26673;2010
P-54866;1958
P-05242;1958
P-21554;2014
P-06017;2002
P-93377;1998
P-24039;2015
P-28801;2018
P-67377;2007
P-08071;1986
P-52456;1954
P-69448;1998
P-65182;2018
P-42177;2014
P-71648;1966
P-90667;2003
P-76289;2006
P-52271;1978
P-23735;2010
P-47234;1954
P-24131;1962
P-67353;1995
P-94749;1954
P-77455;1982
P-30773;1934
P-87788;1974
P-88510;1994
P-48661;1974
P-74349;1934
P-55632;1938
P-25569;1978
P-76597;2010
P-45187;2011
P-15636;1978
P-01272;1999
P-74964;1999
P-82877;2022
P-02986;1970
P-68158;1958
P-59697;1982
P-33632;1958
P-85024;1982
P-93175;1995
P-66859;1998
P-71525;2018
P-31830;1974
P-83625;2010
P-65694;2006
P-02091;1934
P-39356;2010
P-43142;1998
P-55456;2006
P-27264;1958
P-42745;2014
P-86766;1990
P-45528;2018
P-45449;2018
P-69995;2002
P-49007;2002
P-58592;1991
P-07710;1986
P-16313;1990
P-39942;2022
P-80280;1954
P-93812;2002
P-55017;2010
P-18379;2010
P-92456;1954
P-85817;1995
P-47851;2018
P-23821;2022
P-84395;2006
P-23218;1962
P-37008;1998
P-48884;1991
P-73866;1966
P-09868;1978
P-49134;1982
P-34124;2011
P-90878;2011
P-43628;1970
P-29115;2022
P-44016;1982
P-71595;1994
P-41816;2003
P-53124;1966
P-05864;2022
P-15890;1978
P-82099;1938
P-48317;1962
P-55761;1974
P-13746;1991
P-09584;2018
P-84754;2015
P-69383;1974
P-34895;2006
P-82792;2018
P-33312;2006
P-88851;2010
P-49657;1958
P-82492;1994
P-86826;1986
P-17415;2018
P-44649;2019
P-27380;1938
P-25708;1962
P-93951;2010
P-28296;2014
P-84116;2014
P-15476;1954
P-80717;2015
P-72263;2011
P-18796;1999
P-92252;2022
P-96648;2011
P-50181;2010
P-57511;2022
P-42136;1978
P-66065;1978
P-39583;1954
P-62666;1978
P-47418;2011
P-36542;1978
P-71287;1978
P-49952;1970
P-33713;1958
P-01137;1990
