player_id;goal_keeper
P-49168;1
P-89376;1
P-95996;1
P-63984;1
P-20640;1
P-99794;1
P-42749;1
P-22507;1
P-91649;1
P-96162;1
P-96937;1
P-07928;1
P-59802;1
P-66734;1
P-49309;1
P-94271;1
P-91403;1
P-60016;1
P-37708;1
P-01929;1
P-17943;1
P-85265;1
P-22351;1
P-99096;1
P-94511;1
P-80833;1
P-83591;1
P-63312;1
P-93402;1
P-00212;1
P-23564;1
P-83945;1
P-19914;1
P-50189;1
P-65099;1
P-50233;1
P-22822;1
P-94317;1
P-71680;1
P-75836;1
P-62720;1
P-71616;1
P-76459;1
P-36850;1
P-44978;1
P-43486;1
P-05474;1
P-32477;1
P-88196;1
P-62568;1
P-55273;1
P-78976;1
P-46403;1
P-51677;1
P-41995;1
P-00506;1
P-25428;1
P-77946;1
P-42042;1
P-28281;1
P-89545;1
P-15746;1
P-26019;1
P-84659;1
P-88898;1
P-76027;1
P-16571;1
P-60980;1
P-82202;1
P-31606;1
P-21159;1
P-05681;1
P-61854;1
P-31850;1
P-88869;1
P-72591;1
P-61834;1
P-20882;1
P-94928;1
P-55739;1
P-52233;1
P-50344;1
P-26025;1
P-62322;1
P-93337;1
P-08028;1
P-11668;1
P-74519;1
P-78748;1
P-03367;1
P-50674;1
P-47686;1
P-03139;1
P-50248;1
P-54977;1
P-03090;1
P-35661;1
P-03558;1
P-20973;1
P-31283;1
P-70975;1
P-53723;1
P-06667;1
P-13952;1
P-66585;1
P-98429;1
P-81947;1
P-69901;1
P-89818;1
P-83061;1
P-37943;1
P-48903;1
P-83927;1
P-66051;1
P-44005;1
P-66580;1
P-77395;1
P-07594;1
P-51931;1
P-11308;1
P-89076;1
P-93059;1
P-80380;1
P-52146;1
P-37048;1
P-58282;1
P-28465;1
P-26572;1
P-46351;1
P-24944;1
P-47320;1
P-18623;1
P-12777;1
P-32287;1
P-64032;1
P-94232;1
P-27327;1
P-04130;1
P-52199;1
P-89708;1
P-94668;1
P-85966;1
P-40025;1
P-28745;1
P-83158;1
P-17536;1
P-25118;1
P-54160;1
P-66369;1
P-94095;1
P-68967;1
P-15216;1
P-29399;1
P-94060;1
P-66232;1
P-09393;1
P-53809;1
P-34958;1
P-60014;1
P-26579;1
P-57626;1
P-32095;1
P-11675;1
P-76392;1
P-61610;1
P-76215;1
P-39546;1
P-50707;1
P-87745;1
P-31718;1
P-38343;1
P-27707;1
P-66020;1
P-59523;1
P-49049;1
P-76001;1
P-68199;1
P-14235;1
P-94956;1
P-14752;1
P-33547;1
P-05974;1
P-18786;1
P-75487;1
P-57908;1
P-26253;1
P-81883;1
P-09794;1
P-09049;1
P-74705;1
P-62941;1
P-17805;1
P-93312;1
P-14314;1
P-43699;1
P-09317;1
P-64945;1
P-46793;1
P-18674;1
P-00439;1
P-21807;1
P-99270;1
P-87191;1
P-07867;1
P-22304;1
P-39700;1
P-73607;1
P-64307;1
P-02919;1
P-93772;1
P-52593;1
P-57440;1
P-02096;1
P-02858;1
P-43215;1
P-89223;1
P-58856;1
P-28220;1
P-62296;1
P-41334;1
P-48831;1
P-77464;1
P-70088;1
P-38789;1
P-63214;1
P-02042;1
P-80505;1
P-98382;1
P-95453;1
P-12996;1
P-85438;1
P-43829;1
P-73673;1
P-21531;1
P-22385;1
P-15801;1
P-66036;1
P-55451;1
P-23912;1
P-54576;1
P-84380;1
P-81466;1
P-39788;1
P-11976;1
P-20690;1
P-45593;1
P-74455;1
P-41870;1
P-61069;1
P-64332;1
P-90789;1
P-49425;1
P-30753;1
P-55991;1
P-06291;1
P-20998;1
P-17774;1
P-46325;1
P-25439;1
P-27059;1
P-59575;1
P-64427;1
P-81922;1
P-26126;1
P-47067;1
P-25979;1
P-67839;1
P-76506;1
P-12977;1
P-41783;1
P-52641;1
P-50688;1
P-89601;1
P-71237;1
P-40412;1
P-81440;1
P-11392;1
P-56385;1
P-90361;1
P-99830;1
P-05630;1
P-66980;1
P-50787;1
P-16059;1
P-69496;1
P-43781;1
P-61793;1
P-88715;1
P-86570;1
P-60052;1
P-01939;1
P-11275;1
P-55474;1
P-90721;1
P-82210;1
P-52654;1
P-36426;1
P-20285;1
P-21988;1
P-24621;1
P-19263;1
P-57021;1
P-09658;1
P-32342;1
P-52217;1
P-15829;1
P-05120;1
P-72937;1
P-93339;1
P-26403;1
P-02795;1
P-72770;1
P-94877;1
P-89248;1
P-37990;1
P-47983;1
P-70926;1
P-75315;1
P-39249;1
P-41130;1
P-81025;1
P-57476;1
P-71063;1
P-25276;1
P-32235;1
P-76191;1
P-38266;1
P-07864;1
P-92234;1
P-56533;1
P-75180;1
P-76328;1
P-07056;1
P-80104;1
P-21324;1
P-53694;1
P-66906;1
P-51002;1
P-34056;1
P-14379;1
P-81262;1
P-58476;1
P-70689;1
P-16755;1
P-92673;1
P-51033;1
P-63535;1
P-32811;1
P-64443;1
P-65159;1
P-57303;1
P-07902;1
P-43209;1
P-58533;1
P-79975;1
P-95839;1
P-50522;1
P-49305;1
P-01406;1
P-59164;1
P-84364;1
P-47401;1
P-24755;1
P-03553;1
P-90001;1
P-59324;1
P-55794;1
P-04157;1
P-53773;1
P-12372;1
P-88939;1
P-33751;1
P-84176;1
P-59683;1
P-79597;1
P-54298;1
P-53272;1
P-71920;1
P-07553;1
P-33377;1
P-84722;1
P-16593;1
P-42523;1
P-08539;1
P-81778;1
P-25541;1
P-62318;1
P-80487;1
P-45405;1
P-68158;1
P-15476;1
P-47418;1
P-30652;1
P-80982;1
P-12397;1
P-06015;1
P-41105;1
P-95122;1
P-98511;1
P-16323;1
P-85003;1
P-39053;1
P-27779;1
P-29893;1
P-99988;1
P-59589;1
P-30711;1
P-85779;1
P-00596;1
P-14080;1
P-69594;1
P-93674;1
P-93906;1
P-92483;1
P-38439;1
P-25989;1
P-53140;1
P-33982;1
P-53935;1
P-43736;1
P-86109;1
P-67438;1
P-10313;1
P-94024;1
P-50717;1
P-15566;1
P-11692;1
P-02080;1
P-62196;1
P-38187;1
P-10014;1
P-95667;1
P-12946;1
P-24251;1
P-81392;1
P-03284;1
P-51933;1
P-19408;1
P-39837;1
P-39183;1
P-81179;1
P-80826;1
P-61074;1
P-65033;1
P-57497;1
P-40837;1
P-94838;1
P-88002;1
P-01567;1
P-72028;1
P-88896;1
P-60866;1
P-52784;1
P-46594;1
P-84816;1
P-70618;1
P-52528;1
P-04514;1
P-85818;1
P-89070;1
P-00531;1
P-29644;1
P-15637;1
P-07978;1
P-17740;1
P-35773;1
P-94051;1
P-44334;1
P-15615;1
P-84527;1
P-45712;1
P-00855;1
P-60541;1
P-35930;1
P-36668;1
P-05695;1
P-75277;1
P-10244;1
P-46260;1
P-92932;1
P-18004;1
P-51832;1
P-44882;1
P-24558;1
P-58755;1
P-69826;1
P-35622;1
P-09155;1
P-78023;1
P-07171;1
P-78863;1
P-17759;1
P-13285;1
P-97803;1
P-89376;1
P-20640;1
P-59802;1
P-66734;1
P-01929;1
P-80833;1
P-83591;1
P-63312;1
P-93402;1
P-00212;1
P-83945;1
P-22822;1
P-71680;1
P-36850;1
P-44978;1
P-46403;1
P-00506;1
P-25428;1
P-77946;1
P-42042;1
P-15746;1
P-26019;1
P-76027;1
P-60980;1
P-31606;1
P-05681;1
P-31850;1
P-88869;1
P-20882;1
P-94928;1
P-78748;1
P-03367;1
P-50248;1
P-35661;1
P-53723;1
P-06667;1
P-81947;1
P-44005;1
P-93059;1
P-26572;1
P-24944;1
P-47320;1
P-32287;1
P-27327;1
P-94668;1
P-54160;1
P-66369;1
P-94060;1
P-26579;1
P-57626;1
P-32095;1
P-11675;1
P-87745;1
P-38343;1
P-59523;1
P-94956;1
P-81883;1
P-17805;1
P-09317;1
P-21807;1
P-99270;1
P-57440;1
P-62296;1
P-48831;1
P-63214;1
P-12996;1
P-73673;1
P-66036;1
P-54576;1
P-20690;1
P-61069;1
P-64332;1
P-90789;1
P-30753;1
P-55991;1
P-06291;1
P-17774;1
P-46325;1
P-27059;1
P-52641;1
P-11392;1
P-50787;1
P-16059;1
P-69496;1
P-43781;1
P-61793;1
P-86570;1
P-11275;1
P-55474;1
P-90721;1
P-52654;1
P-19263;1
P-09658;1
P-32342;1
P-05120;1
P-72937;1
P-93339;1
P-02795;1
P-47983;1
P-75315;1
P-39249;1
P-25276;1
P-76191;1
P-38266;1
P-07056;1
P-81262;1
P-63535;1
P-43209;1
P-58533;1
P-50522;1
P-59324;1
P-33751;1
P-54298;1
P-53272;1
P-07553;1
P-42523;1
P-45405;1
P-47418;1
P-06015;1
P-41105;1
P-95122;1
P-98511;1
P-85003;1
P-27779;1
P-30711;1
P-85779;1
P-14080;1
P-69594;1
P-53140;1
P-33982;1
P-43736;1
P-10313;1
P-94024;1
P-02080;1
P-10014;1
P-95667;1
P-24251;1
P-81392;1
P-51933;1
P-19408;1
P-39183;1
P-80826;1
P-65033;1
P-57497;1
P-88002;1
P-72028;1
P-60866;1
P-52784;1
P-85818;1
P-15637;1
P-44334;1
P-36668;1
P-05695;1
P-10244;1
P-92932;1
P-09155;1
P-78023;1
P-17759;1
P-13285;1
P-20640;1
P-59802;1
P-66734;1
P-80833;1
P-63312;1
P-93402;1
P-44978;1
P-46403;1
P-42042;1
P-31850;1
P-94928;1
P-78748;1
P-44005;1
P-26572;1
P-94060;1
P-94956;1
P-17805;1
P-09317;1
P-48831;1
P-63214;1
P-54576;1
P-11392;1
P-69496;1
P-41105;1
P-39183;1
P-80826;1
