key_id;tournament_id;match_id;team_id;home_team;away_team;player_id;shirt_number;position_name;position_code;starter;substitute
1;WC-1970;M-1970-01;T-46;1;0;P-66980;1;goal keeper;GK;1;0
2;WC-1970;M-1970-01;T-46;1;0;P-64553;3;defender;DF;1;0
3;WC-1970;M-1970-01;T-46;1;0;P-42664;5;defender;DF;1;0
4;WC-1970;M-1970-01;T-46;1;0;P-69898;6;midfielder;MF;1;0
5;WC-1970;M-1970-01;T-46;1;0;P-56971;10;forward;FW;1;0
6;WC-1970;M-1970-01;T-46;1;0;P-96177;13;defender;DF;1;0
7;WC-1970;M-1970-01;T-46;1;0;P-38555;14;defender;DF;1;0
8;WC-1970;M-1970-01;T-46;1;0;P-85808;15;midfielder;MF;1;0
9;WC-1970;M-1970-01;T-46;1;0;P-32657;18;midfielder;MF;1;0
10;WC-1970;M-1970-01;T-46;1;0;P-07812;19;forward;FW;1;0
11;WC-1970;M-1970-01;T-46;1;0;P-48001;21;forward;FW;1;0
12;WC-1970;M-1970-01;T-46;1;0;P-96873;8;midfielder;MF;0;1
13;WC-1970;M-1970-01;T-72;0;1;P-79597;2;goal keeper;GK;1;0
14;WC-1970;M-1970-01;T-72;0;1;P-17002;5;defender;DF;1;0
15;WC-1970;M-1970-01;T-72;0;1;P-52906;6;defender;DF;1;0
16;WC-1970;M-1970-01;T-72;0;1;P-70408;7;defender;DF;1;0
17;WC-1970;M-1970-01;T-72;0;1;P-28651;9;defender;DF;1;0
18;WC-1970;M-1970-01;T-72;0;1;P-33189;11;midfielder;MF;1;0
19;WC-1970;M-1970-01;T-72;0;1;P-50044;14;midfielder;MF;1;0
20;WC-1970;M-1970-01;T-72;0;1;P-60181;15;midfielder;MF;1;0
21;WC-1970;M-1970-01;T-72;0;1;P-02102;16;forward;FW;1;0
22;WC-1970;M-1970-01;T-72;0;1;P-72049;17;forward;FW;1;0
23;WC-1970;M-1970-01;T-72;0;1;P-43733;19;forward;FW;1;0
24;WC-1970;M-1970-01;T-72;0;1;P-59828;20;forward;FW;0;1
25;WC-1970;M-1970-01;T-72;0;1;P-98262;21;forward;FW;0;1
26;WC-1970;M-1970-02;T-84;1;0;P-53140;1;goal keeper;GK;1;0
27;WC-1970;M-1970-02;T-84;1;0;P-47978;2;defender;DF;1;0
28;WC-1970;M-1970-02;T-84;1;0;P-83747;3;defender;DF;1;0
29;WC-1970;M-1970-02;T-84;1;0;P-63224;4;defender;DF;1;0
30;WC-1970;M-1970-02;T-84;1;0;P-83931;5;midfielder;MF;1;0
31;WC-1970;M-1970-02;T-84;1;0;P-50162;6;defender;DF;1;0
32;WC-1970;M-1970-02;T-84;1;0;P-81929;7;midfielder;MF;1;0
33;WC-1970;M-1970-02;T-84;1;0;P-47892;8;midfielder;MF;1;0
34;WC-1970;M-1970-02;T-84;1;0;P-99710;9;forward;FW;1;0
35;WC-1970;M-1970-02;T-84;1;0;P-40429;10;midfielder;MF;1;0
36;WC-1970;M-1970-02;T-84;1;0;P-08424;21;midfielder;MF;1;0
37;WC-1970;M-1970-02;T-84;1;0;P-82186;20;forward;FW;0;1
38;WC-1970;M-1970-02;T-40;0;1;P-09393;1;goal keeper;GK;1;0
39;WC-1970;M-1970-02;T-40;0;1;P-87631;4;defender;DF;1;0
40;WC-1970;M-1970-02;T-40;0;1;P-78005;5;defender;DF;1;0
41;WC-1970;M-1970-02;T-40;0;1;P-94998;6;midfielder;MF;1;0
42;WC-1970;M-1970-02;T-40;0;1;P-95383;7;midfielder;MF;1;0
43;WC-1970;M-1970-02;T-40;0;1;P-62232;8;midfielder;MF;1;0
44;WC-1970;M-1970-02;T-40;0;1;P-95869;9;forward;FW;1;0
45;WC-1970;M-1970-02;T-40;0;1;P-77834;10;midfielder;MF;1;0
46;WC-1970;M-1970-02;T-40;0;1;P-10922;12;defender;DF;1;0
47;WC-1970;M-1970-02;T-40;0;1;P-37385;14;defender;DF;1;0
48;WC-1970;M-1970-02;T-40;0;1;P-86314;15;forward;FW;1;0
49;WC-1970;M-1970-02;T-40;0;1;P-08449;2;defender;DF;0;1
50;WC-1970;M-1970-02;T-40;0;1;P-60216;16;defender;DF;0;1
51;WC-1970;M-1970-03;T-28;1;0;P-74455;1;goal keeper;GK;1;0
52;WC-1970;M-1970-03;T-28;1;0;P-79568;2;right back;RB;1;0
53;WC-1970;M-1970-03;T-28;1;0;P-40921;3;left back;LB;1;0
54;WC-1970;M-1970-03;T-28;1;0;P-62668;4;defensive midfielder;DM;1;0
55;WC-1970;M-1970-03;T-28;1;0;P-49952;5;center back;CB;1;0
56;WC-1970;M-1970-03;T-28;1;0;P-52816;6;center back;CB;1;0
57;WC-1970;M-1970-03;T-28;1;0;P-88728;7;center forward;CF;1;0
58;WC-1970;M-1970-03;T-28;1;0;P-22841;8;center midfielder;CM;1;0
59;WC-1970;M-1970-03;T-28;1;0;P-08601;9;attacking midfielder;AM;1;0
60;WC-1970;M-1970-03;T-28;1;0;P-34802;10;center forward;CF;1;0
61;WC-1970;M-1970-03;T-28;1;0;P-34233;11;center midfielder;CM;1;0
62;WC-1970;M-1970-03;T-28;1;0;P-22176;14;defender;DF;0;1
63;WC-1970;M-1970-03;T-28;1;0;P-11917;20;forward;FW;0;1
64;WC-1970;M-1970-03;T-61;0;1;P-35798;2;right back;RB;1;0
65;WC-1970;M-1970-03;T-61;0;1;P-53044;3;center back;CB;1;0
66;WC-1970;M-1970-03;T-61;0;1;P-61942;4;left back;LB;1;0
67;WC-1970;M-1970-03;T-61;0;1;P-98936;5;center back;CB;1;0
68;WC-1970;M-1970-03;T-61;0;1;P-02403;7;center forward;CF;1;0
69;WC-1970;M-1970-03;T-61;0;1;P-51434;9;center forward;CF;1;0
70;WC-1970;M-1970-03;T-61;0;1;P-41601;10;attacking midfielder;AM;1;0
71;WC-1970;M-1970-03;T-61;0;1;P-09236;11;right winger;RW;1;0
72;WC-1970;M-1970-03;T-61;0;1;P-26224;15;defensive midfielder;DM;1;0
73;WC-1970;M-1970-03;T-61;0;1;P-21011;17;left winger;LW;1;0
74;WC-1970;M-1970-03;T-61;0;1;P-26945;21;goal keeper;GK;1;0
75;WC-1970;M-1970-03;T-61;0;1;P-50489;16;forward;FW;0;1
76;WC-1970;M-1970-04;T-56;1;0;P-15677;1;goal keeper;GK;1;0
77;WC-1970;M-1970-04;T-56;1;0;P-30953;2;defender;DF;1;0
78;WC-1970;M-1970-04;T-56;1;0;P-38349;3;defender;DF;1;0
79;WC-1970;M-1970-04;T-56;1;0;P-76522;4;defender;DF;1;0
80;WC-1970;M-1970-04;T-56;1;0;P-80565;5;defender;DF;1;0
81;WC-1970;M-1970-04;T-56;1;0;P-39336;6;midfielder;MF;1;0
82;WC-1970;M-1970-04;T-56;1;0;P-19550;7;midfielder;MF;1;0
83;WC-1970;M-1970-04;T-56;1;0;P-64457;8;forward;FW;1;0
84;WC-1970;M-1970-04;T-56;1;0;P-83669;9;forward;FW;1;0
85;WC-1970;M-1970-04;T-56;1;0;P-96979;10;forward;FW;1;0
86;WC-1970;M-1970-04;T-56;1;0;P-03607;11;forward;FW;1;0
87;WC-1970;M-1970-04;T-56;1;0;P-38889;15;midfielder;MF;0;1
88;WC-1970;M-1970-04;T-56;1;0;P-49357;20;forward;FW;0;1
89;WC-1970;M-1970-04;T-10;0;1;P-66734;1;goal keeper;GK;1;0
90;WC-1970;M-1970-04;T-10;0;1;P-53019;2;defender;DF;1;0
91;WC-1970;M-1970-04;T-10;0;1;P-19802;3;defender;DF;1;0
92;WC-1970;M-1970-04;T-10;0;1;P-30493;4;defender;DF;1;0
93;WC-1970;M-1970-04;T-10;0;1;P-92893;5;defender;DF;1;0
94;WC-1970;M-1970-04;T-10;0;1;P-59856;6;midfielder;MF;1;0
95;WC-1970;M-1970-04;T-10;0;1;P-02372;7;forward;FW;1;0
96;WC-1970;M-1970-04;T-10;0;1;P-63835;8;midfielder;MF;1;0
97;WC-1970;M-1970-04;T-10;0;1;P-26899;9;forward;FW;1;0
98;WC-1970;M-1970-04;T-10;0;1;P-22594;10;midfielder;MF;1;0
99;WC-1970;M-1970-04;T-10;0;1;P-06520;11;forward;FW;1;0
100;WC-1970;M-1970-04;T-10;0;1;P-28376;18;forward;FW;0;1
101;WC-1970;M-1970-04;T-10;0;1;P-72803;19;forward;FW;0;1
102;WC-1970;M-1970-05;T-06;1;0;P-92631;1;goal keeper;GK;1;0
103;WC-1970;M-1970-05;T-06;1;0;P-23037;2;defender;DF;1;0
104;WC-1970;M-1970-05;T-06;1;0;P-98745;3;defender;DF;1;0
105;WC-1970;M-1970-05;T-06;1;0;P-23879;4;defender;DF;1;0
106;WC-1970;M-1970-05;T-06;1;0;P-74479;6;defender;DF;1;0
107;WC-1970;M-1970-05;T-06;1;0;P-67478;7;midfielder;MF;1;0
108;WC-1970;M-1970-05;T-06;1;0;P-47829;8;midfielder;MF;1;0
109;WC-1970;M-1970-05;T-06;1;0;P-89771;9;midfielder;MF;1;0
110;WC-1970;M-1970-05;T-06;1;0;P-94646;10;midfielder;MF;1;0
111;WC-1970;M-1970-05;T-06;1;0;P-67309;11;forward;FW;1;0
112;WC-1970;M-1970-05;T-06;1;0;P-59854;18;forward;FW;1;0
113;WC-1970;M-1970-05;T-06;1;0;P-42364;16;midfielder;MF;0;1
114;WC-1970;M-1970-05;T-27;0;1;P-08268;1;goal keeper;GK;1;0
115;WC-1970;M-1970-05;T-27;0;1;P-00086;2;defender;DF;1;0
116;WC-1970;M-1970-05;T-27;0;1;P-60582;3;defender;DF;1;0
117;WC-1970;M-1970-05;T-27;0;1;P-33258;5;defender;DF;1;0
118;WC-1970;M-1970-05;T-27;0;1;P-02166;6;midfielder;MF;1;0
119;WC-1970;M-1970-05;T-27;0;1;P-83098;7;midfielder;MF;1;0
120;WC-1970;M-1970-05;T-27;0;1;P-16270;8;midfielder;MF;1;0
121;WC-1970;M-1970-05;T-27;0;1;P-49544;9;forward;FW;1;0
122;WC-1970;M-1970-05;T-27;0;1;P-10096;10;midfielder;MF;1;0
123;WC-1970;M-1970-05;T-27;0;1;P-24464;11;forward;FW;1;0
124;WC-1970;M-1970-05;T-27;0;1;P-98965;14;defender;DF;1;0
125;WC-1970;M-1970-05;T-27;0;1;P-54377;4;defender;DF;0;1
126;WC-1970;M-1970-05;T-27;0;1;P-86181;16;midfielder;MF;0;1
127;WC-1970;M-1970-06;T-41;1;0;P-73673;1;goal keeper;GK;1;0
128;WC-1970;M-1970-06;T-41;1;0;P-42540;2;defender;DF;1;0
129;WC-1970;M-1970-06;T-41;1;0;P-68170;3;defender;DF;1;0
130;WC-1970;M-1970-06;T-41;1;0;P-53189;5;defender;DF;1;0
131;WC-1970;M-1970-06;T-41;1;0;P-77413;7;defender;DF;1;0
132;WC-1970;M-1970-06;T-41;1;0;P-72033;10;midfielder;MF;1;0
133;WC-1970;M-1970-06;T-41;1;0;P-00119;11;forward;FW;1;0
134;WC-1970;M-1970-06;T-41;1;0;P-67671;13;forward;FW;1;0
135;WC-1970;M-1970-06;T-41;1;0;P-91195;15;midfielder;MF;1;0
136;WC-1970;M-1970-06;T-41;1;0;P-77530;16;midfielder;MF;1;0
137;WC-1970;M-1970-06;T-41;1;0;P-92154;20;forward;FW;1;0
138;WC-1970;M-1970-06;T-41;1;0;P-45085;8;defender;DF;0;1
139;WC-1970;M-1970-06;T-74;0;1;P-43209;1;goal keeper;GK;1;0
140;WC-1970;M-1970-06;T-74;0;1;P-15529;3;defender;DF;1;0
141;WC-1970;M-1970-06;T-74;0;1;P-29454;4;defender;DF;1;0
142;WC-1970;M-1970-06;T-74;0;1;P-82719;5;defender;DF;1;0
143;WC-1970;M-1970-06;T-74;0;1;P-22223;6;midfielder;MF;1;0
144;WC-1970;M-1970-06;T-74;0;1;P-86931;7;midfielder;MF;1;0
145;WC-1970;M-1970-06;T-74;0;1;P-61735;8;forward;FW;1;0
146;WC-1970;M-1970-06;T-74;0;1;P-73517;9;forward;FW;1;0
147;WC-1970;M-1970-06;T-74;0;1;P-37575;10;forward;FW;1;0
148;WC-1970;M-1970-06;T-74;0;1;P-20172;13;defender;DF;1;0
149;WC-1970;M-1970-06;T-74;0;1;P-48546;20;midfielder;MF;1;0
150;WC-1970;M-1970-06;T-74;0;1;P-05872;19;midfielder;MF;0;1
151;WC-1970;M-1970-06;T-74;0;1;P-71589;21;forward;FW;0;1
152;WC-1970;M-1970-07;T-09;1;0;P-39749;1;goal keeper;GK;1;0
153;WC-1970;M-1970-07;T-09;1;0;P-59934;2;center back;CB;1;0
154;WC-1970;M-1970-07;T-09;1;0;P-02965;3;center back;CB;1;0
155;WC-1970;M-1970-07;T-09;1;0;P-25829;4;right back;RB;1;0
156;WC-1970;M-1970-07;T-09;1;0;P-14923;5;center midfielder;CM;1;0
157;WC-1970;M-1970-07;T-09;1;0;P-77430;7;right winger;RW;1;0
158;WC-1970;M-1970-07;T-09;1;0;P-04354;8;center midfielder;CM;1;0
159;WC-1970;M-1970-07;T-09;1;0;P-53202;9;center forward;CF;1;0
160;WC-1970;M-1970-07;T-09;1;0;P-38906;10;center forward;CF;1;0
161;WC-1970;M-1970-07;T-09;1;0;P-85778;11;left winger;LW;1;0
162;WC-1970;M-1970-07;T-09;1;0;P-27277;16;left back;LB;1;0
163;WC-1970;M-1970-07;T-09;1;0;P-65181;18;midfielder;MF;0;1
164;WC-1970;M-1970-07;T-21;0;1;P-15216;1;goal keeper;GK;1;0
165;WC-1970;M-1970-07;T-21;0;1;P-49133;2;right back;RB;1;0
166;WC-1970;M-1970-07;T-21;0;1;P-95896;3;center back;CB;1;0
167;WC-1970;M-1970-07;T-21;0;1;P-22118;4;left back;LB;1;0
168;WC-1970;M-1970-07;T-21;0;1;P-88857;5;center back;CB;1;0
169;WC-1970;M-1970-07;T-21;0;1;P-61272;8;center midfielder;CM;1;0
170;WC-1970;M-1970-07;T-21;0;1;P-43628;9;right midfielder;RM;1;0
171;WC-1970;M-1970-07;T-21;0;1;P-34289;10;second striker;SS;1;0
172;WC-1970;M-1970-07;T-21;0;1;P-31552;11;center forward;CF;1;0
173;WC-1970;M-1970-07;T-21;0;1;P-48978;16;center midfielder;CM;1;0
174;WC-1970;M-1970-07;T-21;0;1;P-33536;18;left midfielder;LM;1;0
175;WC-1970;M-1970-07;T-21;0;1;P-25708;6;midfielder;MF;0;1
176;WC-1970;M-1970-07;T-21;0;1;P-37315;7;midfielder;MF;0;1
177;WC-1970;M-1970-08;T-86;1;0;P-14080;1;goal keeper;GK;1;0
178;WC-1970;M-1970-08;T-86;1;0;P-28162;2;defender;DF;1;0
179;WC-1970;M-1970-08;T-86;1;0;P-72864;4;midfielder;MF;1;0
180;WC-1970;M-1970-08;T-86;1;0;P-77426;5;defender;DF;1;0
181;WC-1970;M-1970-08;T-86;1;0;P-69695;7;defender;DF;1;0
182;WC-1970;M-1970-08;T-86;1;0;P-12272;8;midfielder;MF;1;0
183;WC-1970;M-1970-08;T-86;1;0;P-64138;9;forward;FW;1;0
184;WC-1970;M-1970-08;T-86;1;0;P-86276;10;forward;FW;1;0
185;WC-1970;M-1970-08;T-86;1;0;P-63982;11;defender;DF;1;0
186;WC-1970;M-1970-08;T-86;1;0;P-60896;12;midfielder;MF;1;0
187;WC-1970;M-1970-08;T-86;1;0;P-72441;13;forward;FW;1;0
188;WC-1970;M-1970-08;T-86;1;0;P-12863;17;forward;FW;0;1
189;WC-1970;M-1970-08;T-86;1;0;P-48733;20;forward;FW;0;1
190;WC-1970;M-1970-08;T-47;0;1;P-34408;1;goal keeper;GK;1;0
191;WC-1970;M-1970-08;T-47;0;1;P-93664;2;defender;DF;1;0
192;WC-1970;M-1970-08;T-47;0;1;P-20578;3;defender;DF;1;0
193;WC-1970;M-1970-08;T-47;0;1;P-48556;4;defender;DF;1;0
194;WC-1970;M-1970-08;T-47;0;1;P-99082;5;defender;DF;1;0
195;WC-1970;M-1970-08;T-47;0;1;P-93911;6;midfielder;MF;1;0
196;WC-1970;M-1970-08;T-47;0;1;P-45308;7;midfielder;MF;1;0
197;WC-1970;M-1970-08;T-47;0;1;P-55928;8;midfielder;MF;1;0
198;WC-1970;M-1970-08;T-47;0;1;P-37859;10;midfielder;MF;1;0
199;WC-1970;M-1970-08;T-47;0;1;P-85379;11;forward;FW;1;0
200;WC-1970;M-1970-08;T-47;0;1;P-69368;14;forward;FW;1;0
201;WC-1970;M-1970-08;T-47;0;1;P-89897;9;forward;FW;0;1
202;WC-1970;M-1970-08;T-47;0;1;P-98667;18;defender;DF;0;1
203;WC-1970;M-1970-09;T-72;1;0;P-79597;2;goal keeper;GK;1;0
204;WC-1970;M-1970-09;T-72;1;0;P-76618;3;defender;DF;1;0
205;WC-1970;M-1970-09;T-72;1;0;P-70748;4;defender;DF;1;0
206;WC-1970;M-1970-09;T-72;1;0;P-17002;5;defender;DF;1;0
207;WC-1970;M-1970-09;T-72;1;0;P-90524;8;defender;DF;1;0
208;WC-1970;M-1970-09;T-72;1;0;P-28651;9;defender;DF;1;0
209;WC-1970;M-1970-09;T-72;1;0;P-33189;11;midfielder;MF;1;0
210;WC-1970;M-1970-09;T-72;1;0;P-50044;14;midfielder;MF;1;0
211;WC-1970;M-1970-09;T-72;1;0;P-02102;16;forward;FW;1;0
212;WC-1970;M-1970-09;T-72;1;0;P-72049;17;forward;FW;1;0
213;WC-1970;M-1970-09;T-72;1;0;P-98262;21;forward;FW;1;0
214;WC-1970;M-1970-09;T-72;1;0;P-52906;6;defender;DF;0;1
215;WC-1970;M-1970-09;T-72;1;0;P-79846;12;midfielder;MF;0;1
216;WC-1970;M-1970-09;T-06;0;1;P-92631;1;goal keeper;GK;1;0
217;WC-1970;M-1970-09;T-06;0;1;P-23037;2;defender;DF;1;0
218;WC-1970;M-1970-09;T-06;0;1;P-98745;3;defender;DF;1;0
219;WC-1970;M-1970-09;T-06;0;1;P-23879;4;defender;DF;1;0
220;WC-1970;M-1970-09;T-06;0;1;P-77985;5;midfielder;MF;1;0
221;WC-1970;M-1970-09;T-06;0;1;P-74479;6;defender;DF;1;0
222;WC-1970;M-1970-09;T-06;0;1;P-67478;7;midfielder;MF;1;0
223;WC-1970;M-1970-09;T-06;0;1;P-47829;8;midfielder;MF;1;0
224;WC-1970;M-1970-09;T-06;0;1;P-94646;10;midfielder;MF;1;0
225;WC-1970;M-1970-09;T-06;0;1;P-67309;11;forward;FW;1;0
226;WC-1970;M-1970-09;T-06;0;1;P-59854;18;forward;FW;1;0
227;WC-1970;M-1970-10;T-84;1;0;P-53140;1;goal keeper;GK;1;0
228;WC-1970;M-1970-10;T-84;1;0;P-47978;2;defender;DF;1;0
229;WC-1970;M-1970-10;T-84;1;0;P-83747;3;defender;DF;1;0
230;WC-1970;M-1970-10;T-84;1;0;P-63224;4;defender;DF;1;0
231;WC-1970;M-1970-10;T-84;1;0;P-83931;5;midfielder;MF;1;0
232;WC-1970;M-1970-10;T-84;1;0;P-50162;6;defender;DF;1;0
233;WC-1970;M-1970-10;T-84;1;0;P-81929;7;midfielder;MF;1;0
234;WC-1970;M-1970-10;T-84;1;0;P-99710;9;forward;FW;1;0
235;WC-1970;M-1970-10;T-84;1;0;P-40429;10;midfielder;MF;1;0
236;WC-1970;M-1970-10;T-84;1;0;P-51410;17;midfielder;MF;1;0
237;WC-1970;M-1970-10;T-84;1;0;P-82186;20;midfielder;MF;1;0
238;WC-1970;M-1970-10;T-84;1;0;P-02662;19;forward;FW;0;1
239;WC-1970;M-1970-10;T-41;0;1;P-73673;1;goal keeper;GK;1;0
240;WC-1970;M-1970-10;T-41;0;1;P-42540;2;defender;DF;1;0
241;WC-1970;M-1970-10;T-41;0;1;P-68170;3;defender;DF;1;0
242;WC-1970;M-1970-10;T-41;0;1;P-53189;5;defender;DF;1;0
243;WC-1970;M-1970-10;T-41;0;1;P-45085;8;defender;DF;1;0
244;WC-1970;M-1970-10;T-41;0;1;P-72033;10;midfielder;MF;1;0
245;WC-1970;M-1970-10;T-41;0;1;P-00119;11;forward;FW;1;0
246;WC-1970;M-1970-10;T-41;0;1;P-67671;13;midfielder;MF;1;0
247;WC-1970;M-1970-10;T-41;0;1;P-91195;15;midfielder;MF;1;0
248;WC-1970;M-1970-10;T-41;0;1;P-77530;16;midfielder;MF;1;0
249;WC-1970;M-1970-10;T-41;0;1;P-92154;20;forward;FW;1;0
250;WC-1970;M-1970-10;T-41;0;1;P-05329;21;defender;DF;0;1
251;WC-1970;M-1970-11;T-61;1;0;P-35798;2;defender;DF;1;0
252;WC-1970;M-1970-11;T-61;1;0;P-53044;3;defender;DF;1;0
253;WC-1970;M-1970-11;T-61;1;0;P-61942;4;defender;DF;1;0
254;WC-1970;M-1970-11;T-61;1;0;P-98936;5;defender;DF;1;0
255;WC-1970;M-1970-11;T-61;1;0;P-02403;7;midfielder;MF;1;0
256;WC-1970;M-1970-11;T-61;1;0;P-51434;9;forward;FW;1;0
257;WC-1970;M-1970-11;T-61;1;0;P-41601;10;midfielder;MF;1;0
258;WC-1970;M-1970-11;T-61;1;0;P-09236;11;forward;FW;1;0
259;WC-1970;M-1970-11;T-61;1;0;P-26224;15;defender;DF;1;0
260;WC-1970;M-1970-11;T-61;1;0;P-50489;16;midfielder;MF;1;0
261;WC-1970;M-1970-11;T-61;1;0;P-26945;21;goal keeper;GK;1;0
262;WC-1970;M-1970-11;T-61;1;0;P-03154;14;midfielder;MF;0;1
263;WC-1970;M-1970-11;T-61;1;0;P-21011;17;forward;FW;0;1
264;WC-1970;M-1970-11;T-21;0;1;P-49133;2;defender;DF;1;0
265;WC-1970;M-1970-11;T-21;0;1;P-95896;3;defender;DF;1;0
266;WC-1970;M-1970-11;T-21;0;1;P-88857;5;defender;DF;1;0
267;WC-1970;M-1970-11;T-21;0;1;P-25708;6;midfielder;MF;1;0
268;WC-1970;M-1970-11;T-21;0;1;P-37315;7;midfielder;MF;1;0
269;WC-1970;M-1970-11;T-21;0;1;P-61272;8;midfielder;MF;1;0
270;WC-1970;M-1970-11;T-21;0;1;P-43628;9;midfielder;MF;1;0
271;WC-1970;M-1970-11;T-21;0;1;P-31552;11;forward;FW;1;0
272;WC-1970;M-1970-11;T-21;0;1;P-43520;15;defender;DF;1;0
273;WC-1970;M-1970-11;T-21;0;1;P-94047;19;midfielder;MF;1;0
274;WC-1970;M-1970-11;T-21;0;1;P-17536;22;goal keeper;GK;1;0
275;WC-1970;M-1970-11;T-21;0;1;P-34289;10;forward;FW;0;1
276;WC-1970;M-1970-11;T-21;0;1;P-33536;18;forward;FW;0;1
277;WC-1970;M-1970-12;T-56;1;0;P-15677;1;goal keeper;GK;1;0
278;WC-1970;M-1970-12;T-56;1;0;P-38349;3;defender;DF;1;0
279;WC-1970;M-1970-12;T-56;1;0;P-76522;4;defender;DF;1;0
280;WC-1970;M-1970-12;T-56;1;0;P-80565;5;defender;DF;1;0
281;WC-1970;M-1970-12;T-56;1;0;P-39336;6;midfielder;MF;1;0
282;WC-1970;M-1970-12;T-56;1;0;P-19550;7;midfielder;MF;1;0
283;WC-1970;M-1970-12;T-56;1;0;P-83669;9;forward;FW;1;0
284;WC-1970;M-1970-12;T-56;1;0;P-96979;10;forward;FW;1;0
285;WC-1970;M-1970-12;T-56;1;0;P-03607;11;forward;FW;1;0
286;WC-1970;M-1970-12;T-56;1;0;P-32760;13;defender;DF;1;0
287;WC-1970;M-1970-12;T-56;1;0;P-49357;20;forward;FW;1;0
288;WC-1970;M-1970-12;T-56;1;0;P-96893;17;midfielder;MF;0;1
289;WC-1970;M-1970-12;T-56;1;0;P-51451;22;forward;FW;0;1
290;WC-1970;M-1970-12;T-47;0;1;P-34408;1;goal keeper;GK;1;0
291;WC-1970;M-1970-12;T-47;0;1;P-93664;2;defender;DF;1;0
292;WC-1970;M-1970-12;T-47;0;1;P-20578;3;defender;DF;1;0
293;WC-1970;M-1970-12;T-47;0;1;P-48556;4;defender;DF;1;0
294;WC-1970;M-1970-12;T-47;0;1;P-99082;5;defender;DF;1;0
295;WC-1970;M-1970-12;T-47;0;1;P-93911;6;midfielder;MF;1;0
296;WC-1970;M-1970-12;T-47;0;1;P-45308;7;midfielder;MF;1;0
297;WC-1970;M-1970-12;T-47;0;1;P-55928;8;midfielder;MF;1;0
298;WC-1970;M-1970-12;T-47;0;1;P-37859;10;midfielder;MF;1;0
299;WC-1970;M-1970-12;T-47;0;1;P-85379;11;forward;FW;1;0
300;WC-1970;M-1970-12;T-47;0;1;P-69368;14;forward;FW;1;0
301;WC-1970;M-1970-12;T-47;0;1;P-75161;13;defender;DF;0;1
302;WC-1970;M-1970-12;T-47;0;1;P-50217;17;forward;FW;0;1
303;WC-1970;M-1970-13;T-46;1;0;P-66980;1;goal keeper;GK;1;0
304;WC-1970;M-1970-13;T-46;1;0;P-64553;3;defender;DF;1;0
305;WC-1970;M-1970-13;T-46;1;0;P-42664;5;defender;DF;1;0
306;WC-1970;M-1970-13;T-46;1;0;P-96873;8;midfielder;MF;1;0
307;WC-1970;M-1970-13;T-46;1;0;P-55734;9;forward;FW;1;0
308;WC-1970;M-1970-13;T-46;1;0;P-91914;11;forward;FW;1;0
309;WC-1970;M-1970-13;T-46;1;0;P-96177;13;defender;DF;1;0
310;WC-1970;M-1970-13;T-46;1;0;P-38555;14;defender;DF;1;0
311;WC-1970;M-1970-13;T-46;1;0;P-13602;17;midfielder;MF;1;0
312;WC-1970;M-1970-13;T-46;1;0;P-07812;19;forward;FW;1;0
313;WC-1970;M-1970-13;T-46;1;0;P-48001;21;forward;FW;1;0
314;WC-1970;M-1970-13;T-46;1;0;P-56971;10;forward;FW;0;1
315;WC-1970;M-1970-13;T-46;1;0;P-64207;20;midfielder;MF;0;1
316;WC-1970;M-1970-13;T-27;0;1;P-08268;1;goal keeper;GK;1;0
317;WC-1970;M-1970-13;T-27;0;1;P-00086;2;defender;DF;1;0
318;WC-1970;M-1970-13;T-27;0;1;P-60582;3;defender;DF;1;0
319;WC-1970;M-1970-13;T-27;0;1;P-54377;4;defender;DF;1;0
320;WC-1970;M-1970-13;T-27;0;1;P-33258;5;defender;DF;1;0
321;WC-1970;M-1970-13;T-27;0;1;P-02166;6;midfielder;MF;1;0
322;WC-1970;M-1970-13;T-27;0;1;P-83098;7;midfielder;MF;1;0
323;WC-1970;M-1970-13;T-27;0;1;P-16270;8;midfielder;MF;1;0
324;WC-1970;M-1970-13;T-27;0;1;P-49544;9;forward;FW;1;0
325;WC-1970;M-1970-13;T-27;0;1;P-10096;10;midfielder;MF;1;0
326;WC-1970;M-1970-13;T-27;0;1;P-24464;11;forward;FW;1;0
327;WC-1970;M-1970-13;T-27;0;1;P-58367;12;forward;FW;0;1
328;WC-1970;M-1970-13;T-27;0;1;P-55432;19;midfielder;MF;0;1
329;WC-1970;M-1970-14;T-74;1;0;P-84013;2;defender;DF;1;0
330;WC-1970;M-1970-14;T-74;1;0;P-15529;3;defender;DF;1;0
331;WC-1970;M-1970-14;T-74;1;0;P-82719;5;defender;DF;1;0
332;WC-1970;M-1970-14;T-74;1;0;P-22223;6;midfielder;MF;1;0
333;WC-1970;M-1970-14;T-74;1;0;P-86931;7;midfielder;MF;1;0
334;WC-1970;M-1970-14;T-74;1;0;P-73517;9;forward;FW;1;0
335;WC-1970;M-1970-14;T-74;1;0;P-61494;11;forward;FW;1;0
336;WC-1970;M-1970-14;T-74;1;0;P-12397;12;goal keeper;GK;1;0
337;WC-1970;M-1970-14;T-74;1;0;P-63446;16;midfielder;MF;1;0
338;WC-1970;M-1970-14;T-74;1;0;P-00746;18;forward;FW;1;0
339;WC-1970;M-1970-14;T-74;1;0;P-48546;20;defender;DF;1;0
340;WC-1970;M-1970-14;T-74;1;0;P-31050;22;forward;FW;0;1
